time	flow (L/s)	raw (NTU)	sed (NTU)	filter (NTU)
5/30/16 17:07	12.43	22.540	0.86	0
5/30/16 18:25	12.43	14.960	0.16	0
5/30/16 19:33	12.43	14.110	0.13	0
5/30/16 20:03	12.43	13.450	0	0
5/30/16 21:13	12.43	9.720	0.63	0
5/30/16 22:12	12.43	9.110	0.5	0
5/30/16 23:16	12.43	7.340	0.67	0.06
5/31/16 0:59	12.44	84.890	0.5	0
5/31/16 1:59	12.44	76.500	0.45	0
5/31/16 3:12	12.43	67.760	2.16	0.02
5/31/16 4:19	12.43	60.510	2.08	0.18
5/31/16 5:01	12.43	57.500	1.11	0.09
5/31/16 6:07	12.43	51.870	1.2	0.29
5/31/16 7:28	12.43	49.090	1.54	0
5/31/16 8:05	12.62	8.330	0.43	0
5/31/16 9:12	12.96	8.500	0.41	0
5/31/16 10:09	13.15	7.250	0.06	0
5/31/16 12:01	14.04	1029.000	0.74	0
5/31/16 20:57	12.44	128.000	1.08	0.27
5/31/16 21:59	12.44	130.000	1.5	0.33
5/31/16 22:58	12.44	120.000	1	0.21
5/31/16 23:59	12.44	89.170	1.15	0
6/1/16 0:00	13.32	21.940	0.60	0.00
6/1/16 0:00	13.32	15.680	0.71	0.00
6/2/16 0:00	13.68	12.520	0.00	0.00
6/2/16 0:00	13.68	34.890	0.15	0.00
6/2/16 0:00	12.43	84.310	0.22	0.00
6/2/16 0:00	12.43	57.150	2.85	0.00
6/3/16 0:00	12.43	37.070	0.27	0.00
6/3/16 0:00	12.24	26.280	0.00	0.00
6/3/16 0:00	13.15	19.180	0.13	0.00
6/3/16 0:00	13.15	14.880	0.21	0.00
6/4/16 0:00	14.03	10.140	0.41	0.00
6/4/16 0:00	14.03	9.410	0.14	0.00
6/4/16 0:00	14.22	78.630	0.58	0.00
6/4/16 0:00	13.15	11.300	0.66	0.03
6/5/16 0:00	13.50	60.290	1.43	0.01
6/5/16 0:00	13.50	46.070	2.36	0.00
6/5/16 0:00	12.43	82.500	0.82	0.00
6/5/16 0:00	13.50	271.400	5.22	0.00
6/5/16 0:00	12.43	184.400	7.86	0.36
6/6/16 0:00	13.32	57.000	0.25	0.00
6/6/16 0:00	13.32	44.200	0.75	0.00
6/6/16 0:00	13.32	36.320	0.52	0.00
6/7/16 0:00	13.32	23.400	0.04	0.00
6/7/16 0:00	13.32	17.540	0.00	0.00
6/7/16 0:00	13.32	25.340	0.37	0.08
6/7/16 0:00	13.32	30.020	1.04	0.14
6/8/16 0:00	13.32	17.070	0.36	0.00
6/8/16 0:00	13.32	16.680	0.83	0.01
6/8/16 0:00	12.98	18.360	1.77	0.00
6/8/16 0:00	13.32	16.610	0.71	0.00
6/9/16 0:00	13.32	44.240	1.78	0.00
6/9/16 0:00	13.32	33.220	0.54	0.00
6/9/16 0:00	13.32	35.130	1.50	0.06
6/9/16 0:00	13.32	78.420	6.81	0.92
6/10/16 0:00	13.32	26.420	0.00	0.00
6/10/16 0:00	13.32	24.340	0.71	0.00
6/10/16 0:00	12.08	19.830	0.47	0.00
6/10/16 0:00	12.08	147.800	0.58	0.00
6/11/16 0:00	12.43	27.610	1.47	0.01
6/11/16 0:00	12.08	37.610	1.92	0.22
6/11/16 0:00	12.08	79.820	6.91	0.23
6/11/16 0:00	12.43	67.930	6.84	2.18
6/12/16 0:00	13.32	20.600	1.75	0.00
6/12/16 0:00	12.43	18.500	0.85	0.00
6/12/16 0:00	12.43	23.350	1.18	0.21
6/12/16 0:00	12.43	17.150	0.45	0.35
6/13/16 0:00	12.43	14.620	0.00	0.00
6/13/16 0:00	13.32	14.520	0.00	0.00
6/13/16 0:00	13.50	14.910	0.53	0.00
6/13/16 0:00	13.32	13.180	0.82	0.31
6/14/16 0:00	13.50	11.150	0.00	0.00
6/14/16 0:00	13.32	14.340	0.66	0.13
6/14/16 0:00	13.32	13.370	0.95	0.15
6/14/16 0:00	13.32	13.110	0.67	0.20
6/15/16 0:00	13.50	11.000	0.00	0.00
6/15/16 0:00	13.50	9.750	1.19	0.13
6/15/16 0:00	13.87	10.540	1.46	0.30
6/16/16 0:00	13.85	9.970	0.00	0.00
6/16/16 0:00	13.85	9.530	0.00	0.00
6/16/16 0:00	13.50	9.270	0.03	0.00
6/16/16 0:00	13.50	9.410	0.26	0.00
6/18/16 0:00	12.97	36.550	0.54	0.00
6/18/16 0:00	13.32	37.840	0.56	0.00
6/18/16 0:00	13.32	32.150	0.89	0.00
6/18/16 0:00	13.50	24.720	0.85	0.27
6/19/16 0:00	13.50	27.190	0.37	0.00
6/19/16 0:00	13.50	24.530	1.19	0.00
6/19/16 0:00	13.32	24.920	0.66	0.30
6/20/16 0:00	13.50	19.780	0.00	0.00
6/20/16 0:00	13.50	18.620	1.3	0.00
6/20/16 0:00	13.50	12.510	0.44	0.00
6/20/16 0:00	13.50	19.510	0.87	0.37
6/22/16 0:00	13.50	16.790	0.6	0.00
6/22/16 0:00	13.50	16.300	0.41	0.00
6/22/16 0:00	13.50	15.550	0.48	0.00
6/22/16 0:00	13.50	13.940	0.00	0.00
6/23/16 0:00	13.50	11.960	0.07	0.00
6/23/16 0:00	13.50	11.600	1.02	0.00
6/23/16 0:00	13.50	12.250	0.92	0.27
6/24/16 0:00	13.50	12.230	0.11	0.00
6/24/16 0:00	13.50	12.190	0.01	0.00
6/24/16 0:00	13.50	12.350	0.22	0.00
6/25/16 0:00	13.50	7.660	0.00	0.00
6/25/16 0:00	13.50	11.510	0.72	0.00
6/25/16 0:00	13.50	9.040	0.00	0.00
6/25/16 0:00	13.50	13.230	0.52	0.10
6/26/16 0:00	13.50	8.780	0.19	0.00
6/26/16 0:00	13.50	8.560	0.00	0.00
6/26/16 0:00	13.50	9.540	0.01	0.00
6/26/16 0:00	13.50	8.420	0.00	0.00
6/27/16 0:00	13.50	9.040	0.00	0.00
6/27/16 0:00	13.50	12.880	0.27	0.00
6/27/16 0:00	13.50	14.360	0.15	0.00
6/28/16 0:00	13.50	28.950	0.43	0.00
6/28/16 0:00	13.50	23.080	0.32	0.00
6/28/16 0:00	13.50	20.580	0.21	0.00
6/28/16 0:00	13.50	18.650	6.60	0.02
6/28/16 0:00	13.50	20.580	0.30	0.00
6/28/16 0:00	13.50	18.650	0.22	0.00
6/29/16 0:00	13.50	15.150	0.00	0.00
6/29/16 0:00	13.50	14.080	0.33	0.00
6/29/16 0:00	13.50	12.300	0.00	0.00
6/29/16 0:00	13.50	12.150	0.84	0.00
7/1/16 0:00	13.50	11.270	0.31	0.00
7/1/16 0:00	13.50	10.130	0.27	0.00
7/1/16 0:00	13.50	22.860	0.93	0.00
7/1/16 0:00	13.50	11.210	0.91	0.07
7/1/16 0:00	13.50	11.580	0.52	0.33
7/2/16 0:00	13.50	18.170	0.38	0.00
7/2/16 0:00	13.50	14.630	0.56	0.00
7/2/16 0:00	13.50	23.150	0.91	0.21
7/3/16 0:00	13.50	11.980	1.00	0.00
7/3/16 0:00	13.50	9.830	0.00	0.00
7/3/16 0:00	13.50	9.320	0.63	0.00
7/3/16 0:00	13.50	11.450	1.11	0.26
7/3/16 0:00	13.50	14.190	1.50	0.40
7/6/16 0:00	13.50	8.140	0.01	0.00
7/6/16 0:00	13.50	61.030	0.67	0.00
7/6/16 0:00	13.50	13.970	0.33	0.21
7/7/16 0:00	13.50	28.140	0.90	0.00
7/7/16 0:00	13.50	16.670	0.46	0.00
7/7/16 0:00	13.50	34.320	0.02	0.00
7/7/16 0:00	13.50	7.850	0.95	0.00
7/8/16 0:00	13.50	34.690	0.19	0.00
7/8/16 0:00	15.10	26.550	0.00	0.00
7/8/16 0:00	15.10	24.470	0.00	0.00
7/8/16 0:00	13.50	26.970	0.08	0.00
7/9/16 0:00	13.32	24.130	0.34	0.00
7/9/16 0:00	12.62	22.090	0.41	0.00
7/9/16 0:00	12.62	19.480	0.28	0.00
7/9/16 0:00	12.62	17.240	0.14	0.00
7/10/16 0:00	12.62	17.990	0.96	0.00
7/10/16 0:00	12.62	17.320	0.50	0.15
7/11/16 0:00	12.62	17.500	0.63	0.00
7/11/16 0:00	12.62	15.140	0.23	0.00
7/11/16 0:00	12.62	12.480	0.00	0.00
7/11/16 0:00	12.62	12.000	0.30	0.00
7/11/16 0:00	12.62	14.060	0.46	0.04
7/12/16 0:00	12.62	12.110	0.04	0.00
7/12/16 0:00	12.62	27.620	1.04	0.00
7/12/16 0:00	12.62	20.750	0.62	0.00
7/12/16 0:00	12.62	47.520	0.71	0.22
7/12/16 0:00	12.62	26.310	0.85	0.22
7/13/16 0:00	12.62	18.320	0.35	0.00
7/13/16 0:00	12.62	18.710	0.93	0.00
7/13/16 0:00	12.62	17.460	0.71	0.11
7/14/16 0:00	12.62	12.720	0.08	0.00
7/14/16 0:00	12.62	14.350	0.69	0.26
7/14/16 0:00	12.62	15.090	1.11	0.31
7/14/16 0:00	12.62	14.590	1.37	0.39
7/15/16 0:00	12.62	11.690	0.02	0.00
7/15/16 0:00	12.62	11.990	0.16	0.00
7/15/16 0:00	12.62	11.760	0.44	0.00
7/15/16 0:00	12.62	13.450	0.68	0.06
7/16/16 0:00	12.43	11.830	0.02	0.00
7/16/16 0:00	12.62	12.710	0.56	0.00
7/16/16 0:00	12.43	11.340	0.43	0.00
7/17/16 0:00	12.43	11.930	0.16	0.00
7/17/16 0:00	12.43	11.280	0.23	0.00
7/17/16 0:00	12.43	9.930	0.01	0.00
7/17/16 0:00	12.43	12.370	0.63	0.00
7/18/16 0:00	12.43	29.880	0.81	0.00
7/18/16 0:00	12.43	28.800	0.21	0.00
7/18/16 0:00	12.43	35.030	0.10	0.00
7/19/16 0:00	12.43	10.040	0.03	0.00
7/19/16 0:00	12.62	65.170	0.77	0.01
7/19/16 0:00	12.62	52.030	0.19	0.00
7/19/16 0:00	12.43	29.600	2.03	0.52
7/20/16 0:00	12.62	38.060	0.19	0.00
7/20/16 0:00	12.62	33.400	0.84	0.00
7/20/16 0:00	12.62	25.100	0.35	0.00
7/20/16 0:00	12.62	28.620	0.83	0.34
7/21/16 0:00	12.62	22.440	0.68	0.00
7/21/16 0:00	12.43	20.290	0.61	0.00
7/21/16 0:00	12.43	17.340	0.01	0.00
7/21/16 0:00	12.43	20.150	1.03	0.11
7/22/16 0:00	12.43	15.440	0.09	0.00
7/22/16 0:00	12.43	16.610	0.57	0.00
7/22/16 0:00	12.43	15.420	0.19	0.00
7/22/16 0:00	12.43	13.560	0.41	0.00
7/23/16 0:00	12.43	15.890	0.23	0.00
7/23/16 0:00	12.43	15.970	1.15	0.00
7/23/16 0:00	12.43	16.920	0.55	0.09
7/24/16 0:00	12.43	16.310	0.43	0.00
7/24/16 0:00	12.43	17.030	0.54	0.00
7/24/16 0:00	12.62	14.380	0.48	0.00
7/25/16 0:00	12.08	13.700	0.52	0.00
7/25/16 0:00	12.08	14.050	0.93	0.00
7/25/16 0:00	12.08	13.440	0.59	0.00
7/25/16 0:00	12.08	15.810	0.85	0.15
7/26/16 0:00	12.08	13.010	0.24	0.00
7/26/16 0:00	12.08	12.390	0.61	0.29
7/26/16 0:00	12.08	13.130	0.95	0.36
7/27/16 0:00	11.37	10.650	0.22	0.00
7/27/16 0:00	11.37	11.140	0.27	0.00
7/27/16 0:00	8.88	11.330	0.80	0.20
7/28/16 0:00	11.72	12.140	0.26	0.00
7/28/16 0:00	11.72	11.440	0.12	0.03
7/28/16 0:00	11.72	10.310	0.59	0.22
7/29/16 0:00	12.25	18.850	0.06	0.00
7/29/16 0:00	12.25	10.550	0.33	0.07
7/29/16 0:00	12.25	22.440	1.04	0.31
7/30/16 0:00	12.25	10.530	0.14	0.00
7/30/16 0:00	12.25	10.910	0.17	0.00
7/30/16 0:00	12.25	9.450	0.72	0.10
7/30/16 0:00	12.25	13.700	0.85	0.25
7/31/16 0:00	12.25	9.720	0.67	0.00
7/31/16 0:00	12.25	10.920	0.88	0.20
7/31/16 0:00	12.25	10.810	0.62	0.38
8/1/16 0:00	12.25	9.600	0.51	0.00
8/1/16 0:00	12.43	8.320	0.07	0
8/1/16 0:00	12.43	8.270	0.38	0.01
8/1/16 0:00	12.43	10.190	0.70	0.47
8/2/16 0:00	12.43	9.950	0.10	0.00
8/2/16 0:00	12.43	9.480	0.28	0.00
8/2/16 0:00	12.43	9.070	0.15	0.00
8/2/16 0:00	12.80	931.000	0.42	0.37
8/3/16 0:00	12.80	8.870	0.21	0.00
8/3/16 0:00	12.43	9.980	0.99	0.00
8/3/16 0:00	12.62	9.070	0.60	0.00
8/4/16 0:00	12.62	9.400	0.03	0.00
8/4/16 0:00	12.62	11.230	0.00	0.00
8/4/16 0:00	12.62	8.380	0.75	0.57
8/4/16 0:00	12.62	17.020	2.85	0.91
8/5/16 0:00	12.62	9.750	0.35	0.00
8/5/16 0:00	12.62	9.330	0.28	0.00
8/5/16 0:00	12.62	8.620	0.19	0.09
8/6/16 0:00	12.80	8.340	0.01	0.00
8/6/16 0:00	12.80	9.010	0.53	0.00
8/6/16 0:00	12.80	9.920	0.30	0.00
8/6/16 0:00	12.97	8.750	0.00	0.00
8/6/16 0:00	13.15	13.150	0.01	0.13
8/7/16 0:00	12.97	8.420	0.22	0.00
8/7/16 0:00	12.97	8.650	0.94	0.05
8/7/16 0:00	12.97	8.770	1.20	0.22
8/10/16 0:00	12.97	8.510	0.00	0.00
8/10/16 0:00	11.55	8.720	0.67	0.21
8/10/16 0:00	12.27	8.680	0.66	0.43
8/12/16 0:00	12.25	7.620	0.00	0.00
8/26/16 0:00	12.25	19.100	0.20	0.00
8/26/16 0:00	12.25	8.990	0.89	0.56
8/26/16 0:00	12.25	10.190	1.17	0.56
8/27/16 0:00	12.25	9.100	0.76	0.08
8/27/16 0:00	12.25	9.530	0.32	0.16
8/27/16 0:00	12.25	9.220	0.78	0.37
8/27/16 0:00	12.25	9.560	1.04	0.60
8/28/16 0:00	12.25	8.330	0.29	0.00
8/28/16 0:00	12.25	11.020	0.41	0.00
8/29/16 0:00	12.25	54.970	0.00	0.00
8/29/16 0:00	12.25	11.650	1.01	0.27
8/29/16 0:00	12.25	136.200	2.99	0.59
8/29/16 0:00	12.25	76.030	2.36	0.74
8/29/16 0:00	10.65	1100.000	2.27	0.99
8/30/16 0:00	12.43	470.900	0.83	0.00
8/30/16 0:00	12.25	162.400	1.75	0.07
8/30/16 0:00	10.65	325.200	1.90	0.83
9/1/16 0:00	11.37	81.200	0.61	0.00
9/1/16 0:00	12.25	49.640	0.38	0.00
9/1/16 0:00	12.25	57.940	1.72	0.97
9/1/16 0:00	11.55	63.110	2.70	1.23
9/2/16 0:00	12.43	50.340	0.96	1.02
9/2/16 0:00	12.43	41.470	2.50	2.10
9/3/16 0:00	12.43	36.830	2.17	1.12
9/3/16 0:00	12.43	37.890	1.84	1.49
9/4/16 0:00	12.62	31.300	1.90	1.10
9/4/16 0:00	12.62	34.020	1.50	1.17
9/4/16 0:00	12.62	28.600	2.67	1.27
9/4/16 0:00	12.80	30.100	1.80	1.78
9/5/16 0:00	12.62	73.120	1.64	0.87
9/5/16 0:00	12.62	43.430	2.40	0.87
9/5/16 0:00	12.62	34.180	1.57	0.93
9/5/16 0:00	12.62	149.000	1.84	1.02
9/6/16 0:00	12.78	65.850	2.06	1.03
9/6/16 0:00	11.55	88.270	2.99	1.69
9/6/16 0:00	12.62	74.060	2.84	1.86
9/7/16 0:00	12.97	47.650	0.00	0.00
9/7/16 0:00	12.62	44.520	0.00	0.00
9/7/16 0:00	12.78	59.750	2.00	1.03
9/8/16 0:00	12.62	69.850	0.00	0.00
9/8/16 0:00	12.78	47.070	0.00	0.00
9/8/16 0:00	12.97	36.430	0.00	0.00
9/8/16 0:00	12.78	39.960	1.00	0.19
9/9/16 0:00	12.78	31.010	0.00	0.00
9/9/16 0:00	13.32	153.300	0.37	0.00
9/9/16 0:00	13.32	30.580	0.00	0.00
9/9/16 0:00	12.80	30.520	0.00	0.00
9/10/16 0:00	13.15	29.220	0.00	0.00
9/10/16 0:00	13.32	27.640	0.31	0.00
9/10/16 0:00	12.97	25.970	0.00	0.00
9/12/16 0:00	13.15	23.330	0.00	0.00
9/12/16 0:00	13.15	24.680	0.00	0.00
9/12/16 0:00	13.15	22.900	0.00	0.00
9/13/16 0:00	13.15	24.830	0.00	0.00
9/13/16 0:00	13.15	21.580	0.00	0.00
9/13/16 0:00	13.15	21.930	0.00	0.00
9/13/16 0:00	13.15	28.920	0.20	0.00
9/14/16 0:00	13.15	24.460	0.00	0.00
9/14/16 0:00	13.15	23.860	0.00	0.00
9/14/16 0:00	13.15	23.140	0.00	0.00
9/15/16 0:00	13.15	20.980	0.00	0.00
9/15/16 0:00	13.15	21.950	0.00	0.00
9/15/16 0:00	13.15	21.890	0.00	0.00
9/16/16 0:00	13.15	21.860	0.00	0.00
9/16/16 0:00	13.15	22.810	0.00	0.00
9/16/16 0:00	13.15	22.040	0.00	0.00
9/17/16 0:00	13.15	21.400	0.63	0.00
9/17/16 0:00	13.15	22.360	0.12	0.00
9/17/16 0:00	13.15	19.530	0.00	0.00
9/18/16 0:00	13.15	24.550	0.96	0.00
9/18/16 0:00	13.15	55.950	0.00	0.00
9/18/16 0:00	13.15	34.620	0.00	0.00
9/19/16 0:00	13.15	24.330	0.00	0.00
9/19/16 0:00	12.97	23.080	0.00	0.00
9/19/16 0:00	12.97	22.100	0.09	0.00
9/19/16 0:00	12.97	22.860	0.00	0.00
9/20/16 0:00	12.43	20.940	0.00	0.00
9/20/16 0:00	12.43	22.880	0.03	0.00
9/20/16 0:00	12.43	21.400	0.00	0.00
9/20/16 0:00	12.43	21.120	0.00	0.00
9/21/16 0:00	12.43	22.180	0.00	0.00
9/21/16 0:00	12.43	22.500	0.00	0.00
9/21/16 0:00	12.43	21.610	0.00	0.00
9/22/16 0:00	12.43	21.330	0.01	0.00
9/22/16 0:00	12.62	22.350	0.00	0.00
9/22/16 0:00	12.62	19.210	0.00	0.00
9/22/16 0:00	12.43	21.680	0.00	0.00
9/23/16 0:00	12.43	22.070	0.00	0.00
9/23/16 0:00	12.43	22.100	0.00	0.00
9/23/16 0:00	12.97	301.400	0.00	0.00
9/24/16 0:00	12.97	120.100	2.44	0.00
9/24/16 0:00	12.97	93.000	2.13	0.00
9/24/16 0:00	12.43	168.800	2.20	1.00
9/25/16 0:00	12.97	45.240	0.00	0.00
9/25/16 0:00	12.97	45.270	0.00	0.00
9/25/16 0:00	12.97	41.590	0.09	0.00
9/26/16 0:00	12.97	37.820	0.00	0.00
9/26/16 0:00	12.97	38.010	0.00	0.00
9/26/16 0:00	12.97	34.780	0.17	0.00
9/26/16 0:00	12.97	34.680	0.00	0.00
9/27/16 0:00	12.78	32.850	0.00	0.00
9/27/16 0:00	12.78	31.120	0.00	0.00
9/28/16 0:00	12.78	29.400	0.00	0.00
9/28/16 0:00	12.78	30.470	0.21	0.00
9/28/16 0:00	12.78	34.190	0.00	0.00
9/28/16 0:00	12.78	29.230	0.00	0.00
9/29/16 0:00	12.78	28.340	0.07	0.00
9/29/16 0:00	12.78	25.730	0.00	0.00
9/29/16 0:00	12.78	26.020	0.00	0.00
9/30/16 0:00	12.93	25.770	0.00	0.00
9/30/16 0:00	12.78	24.380	0.00	0.00
9/30/16 0:00	12.78	25.420	0.00	0.00
10/1/16 0:00	12.78	30.170	0.00	0.00
10/1/16 0:00	12.78	26.740	0.10	0.00
10/1/16 0:00	12.78	27.580	0.00	0.00
10/1/16 0:00	12.78	25.560	0.00	0.00
10/2/16 0:00	12.62	25.120	0.00	0.00
10/2/16 0:00	12.62	25.910	0.03	0.00
10/2/16 0:00	12.62	22.050	0.00	0.00
10/3/16 0:00	12.62	23.520	0.00	0.00
10/3/16 0:00	12.62	25.290	0.00	0.00
10/3/16 0:00	12.62	25.380	0.00	0.00
10/3/16 0:00	12.62	23.950	0.00	0.00
10/4/16 0:00	12.62	22.880	0.00	0.00
10/4/16 0:00	12.62	24.660	0.00	0.00
10/4/16 0:00	12.62	23.480	0.00	0.00
10/4/16 0:00	12.62	24.430	0.00	0.00
10/5/16 0:00	12.62	43.350	0.00	0.00
10/5/16 0:00	12.62	300.800	0.00	0.00
10/5/16 0:00	12.62	160.300	0.00	0.00
10/5/16 0:00	12.62	76.100	0.00	0.00
10/6/16 0:00	8.00	564.600	0.00	0.00
10/6/16 0:00	11.72	116.000	2.80	0.24
10/6/16 0:00	10.65	297.100	9.60	0.80
10/8/16 0:00	10.65	175.200	0.00	0.00
10/8/16 0:00	11.55	244.700	0.00	0.00
10/8/16 0:00	11.55	111.300	0.00	0.00
10/9/16 0:00	11.90	113.200	2.21	0.00
10/9/16 0:00	11.90	110.100	0.23	0.00
10/9/16 0:00	12.25	100.300	0.00	0.00
10/10/16 0:00	12.25	85.110	0.75	0.00
10/10/16 0:00	12.25	55.310	0.00	0.00
10/10/16 0:00	12.25	52.410	0.71	0.00
10/11/16 0:00	12.25	61.030	3.66	0.00
10/11/16 0:00	12.25	46.210	0.00	0.00
10/11/16 0:00	12.62	863.200	0.00	0.00
10/12/16 0:00	11.02	79.890	3.37	0.00
10/12/16 0:00	12.25	71.790	3.78	0.01
10/12/16 0:00	12.25	64.910	0.36	0.00
10/13/16 0:00	12.25	57.640	0.00	0.00
10/13/16 0:00	12.25	49.750	0.00	0.00
10/13/16 0:00	10.65	45.730	0.00	0.00
10/14/16 0:00	12.25	43.540	0.00	0.00
10/14/16 0:00	12.25	40.980	0.00	0.00
10/14/16 0:00	12.25	38.090	0.00	0.00
10/14/16 0:00	10.65	297.900	0.70	0.00
10/15/16 0:00	12.25	47.490	0.00	0.00
10/15/16 0:00	12.25	38.360	0.00	0.00
10/15/16 0:00	12.08	37.090	0.00	0.00
10/16/16 0:00	9.77	33.440	0.00	0.00
10/16/16 0:00	10.65	29.410	0.00	0.00
10/16/16 0:00	11.02	28.250	0.00	0.00
10/17/16 0:00	12.08	72.010	0.03	0.00
10/17/16 0:00	12.08	53.280	0.23	0.00
10/17/16 0:00	12.08	173.500	1.93	0.05
10/17/16 0:00	12.08	95.110	0.99	0.20
10/18/16 0:00	12.08	46.870	0.00	0.00
10/18/16 0:00	12.25	103.000	0.62	0.00
10/18/16 0:00	12.25	65.290	1.02	0.00
10/18/16 0:00	12.25	50.850	0.00	0.00
10/19/16 0:00	12.25	49.250	0.00	0.00
10/19/16 0:00	8.88	237.100	0.00	0.00
10/19/16 0:00	11.02	162.200	0.00	0.00
10/20/16 0:00	12.25	246.800	0.00	0.00
10/20/16 0:00	12.25	121.200	0.13	0.00
10/20/16 0:00	12.62	92.120	0.00	0.00
10/20/16 0:00	12.78	74.030	0.00	0.00
10/21/16 0:00	12.78	106.300	0.96	0.00
10/21/16 0:00	12.78	143.400	0.00	0.00
10/21/16 0:00	12.78	103.300	0.00	0.00
10/21/16 0:00	12.97	75.200	0.00	0.00
10/22/16 0:00	12.78	58.100	0.00	0.00
10/22/16 0:00	12.78	52.220	0.00	0.00
10/22/16 0:00	12.78	44.770	0.00	0.00
10/23/16 0:00	12.78	43.180	0.00	0.00
10/23/16 0:00	12.78	41.770	0.00	0.00
10/23/16 0:00	12.78	37.330	1.78	0.01
10/23/16 0:00	12.78	39.910	1.20	0.30
10/24/16 0:00	12.78	36.850	0.00	0.00
10/24/16 0:00	12.78	36.500	0.00	0.00
10/24/16 0:00	12.78	35.450	0.00	0.00
10/24/16 0:00	12.78	34.320	0.00	0.00
10/25/16 0:00	12.78	35.610	0.00	0.00
10/25/16 0:00	12.78	32.090	0.00	0.00
10/25/16 0:00	12.78	31.400	0.00	0.00
10/25/16 0:00	12.78	144.900	0.00	0.00
10/26/16 0:00	12.78	42.010	0.00	0.00
10/26/16 0:00	12.78	37.330	0.00	0.00
10/26/16 0:00	12.78	34.160	0.00	0.00
10/26/16 0:00	12.78	56.210	0.6	0.03
10/27/16 0:00	12.78	32.860	0.00	0.00
10/27/16 0:00	12.78	32.210	0.00	0.00
10/27/16 0:00	12.78	33.200	0.01	0.00
10/27/16 0:00	12.78	32.000	0.00	0.00
10/28/16 0:00	12.78	28.730	0.00	0.00
10/28/16 0:00	12.78	27.790	0.00	0.00
10/28/16 0:00	12.78	30.570	0.00	0.00
10/29/16 0:00	12.78	28.530	0.00	0.00
10/29/16 0:00	12.78	28.680	0.00	0.00
10/29/16 0:00	12.78	28.110	0.00	0.00
10/29/16 0:00	12.78	27.440	0.00	0.00
10/30/16 0:00	12.78	28.860	0.00	0.00
10/30/16 0:00	12.78	28.740	0.00	0.00
10/30/16 0:00	12.78	28.100	0.00	0.00
10/30/16 0:00	12.78	28.450	0.00	0.00
10/31/16 0:00	12.78	28.000	0.00	0.00
10/31/16 0:00	12.78	28.110	0.00	0.00
10/31/16 0:00	12.78	25.740	0.00	0.00
10/31/16 0:00	12.78	27.170	0.00	0.00
11/1/16 0:00	12.78	28.110	0.00	0.00
11/1/16 0:00	12.78	26.080	0.00	0.00
11/1/16 0:00	12.78	26.380	0.00	0.00
11/1/16 0:00	12.78	25.020	0.00	0.00
11/2/16 0:00	12.78	26.380	0.00	0.00
11/2/16 0:00	12.78	25.020	0.00	0.00
11/2/16 0:00	12.78	27.600	0.00	0.00
11/2/16 0:00	12.78	27.520	0.00	0.00
11/3/16 0:00	12.78	26.300	0.00	0.00
11/3/16 0:00	12.78	26.340	0.00	0.00
11/3/16 0:00	12.78	25.270	0.00	0.00
11/4/16 0:00	12.78	25.760	0.00	0.00
11/4/16 0:00	12.78	25.800	0.00	0.00
11/4/16 0:00	12.78	24.170	0.00	0.00
11/4/16 0:00	12.78	25.510	0.00	0.00
11/5/16 0:00	12.78	23.970	0.74	0.00
11/5/16 0:00	12.78	23.410	0.00	0.00
11/5/16 0:00	12.78	23.610	0.03	0.00
11/5/16 0:00	12.78	24.480	0.00	0.00
11/6/16 0:00	12.78	24.540	0.00	0.00
11/6/16 0:00	12.78	23.400	0.00	0.00
11/6/16 0:00	12.78	24.750	0.00	0.00
11/6/16 0:00	12.78	23.350	0.00	0.00
11/7/16 0:00	12.78	23.120	0.00	0.00
11/7/16 0:00	12.78	22.540	0.00	0.00
11/7/16 0:00	12.78	21.770	0.00	0.00
11/7/16 0:00	12.78	22.230	0.00	0.00
11/8/16 0:00	12.78	24.300	0.00	0.00
11/8/16 0:00	11.72	23.630	0.14	0.00
11/8/16 0:00	1.72	23.100	0.00	0.00
11/9/16 0:00	11.72	22.610	0.00	0.00
11/9/16 0:00	11.72	18.460	0.00	0.00
11/9/16 0:00	11.72	21.420	0.00	0.00
11/10/16 0:00	11.72	21.850	0.00	0.00
11/10/16 0:00	11.72	26.200	0.00	0.00
11/10/16 0:00	11.72	54.020	0.00	0.00
11/10/16 0:00	11.72	35.620	0.00	0.00
11/11/16 0:00	11.72	23.510	0.00	0.00
11/11/16 0:00	11.72	21.620	0.00	0.00
11/11/16 0:00	11.72	20.280	0.00	0.00
11/11/16 0:00	11.72	18.520	0.00	0.00
11/12/16 0:00	11.72	20.410	0.00	0.00
11/12/16 0:00	11.72	18.050	0.00	0.00
11/12/16 0:00	11.72	16.700	0.00	0.00
11/13/16 0:00	11.72	20.130	0.00	0.00
11/13/16 0:00	11.72	19.300	0.00	0.00
11/13/16 0:00	11.72	19.030	0.00	0.00
11/13/16 0:00	11.72	18.150	0.00	0.00
11/14/16 0:00	11.72	18.210	0.00	0.00
11/14/16 0:00	11.72	19.090	0.00	0.00
11/14/16 0:00	11.72	19.320	0.00	0.00
11/14/16 0:00	11.72	18.500	0.00	0.00
11/15/16 0:00	11.72	18.170	0.00	0.00
11/15/16 0:00	11.72	19.900	0.00	0.00
11/15/16 0:00	11.72	19.340	0.00	0.00
11/15/16 0:00	11.72	18.340	0.00	0.00
11/16/16 0:00	11.72	17.940	0.00	0.00
11/16/16 0:00	11.72	18.170	0.00	0.00
